iter	Logloss
291	0.5042317332
292	0.504139694
293	0.5040792381
294	0.5040190742
295	0.5039457631
296	0.5038730046
297	0.5037906871
298	0.5037210341
299	0.5036547239
300	0.5035481709
301	0.5034621511
302	0.5033608682
303	0.5032876254
304	0.5032294524
305	0.5031573872
306	0.5030337536
307	0.5029424656
308	0.5028869427
309	0.5028303701
310	0.5027541474
311	0.5026517575
312	0.5025577632
313	0.5025128042
314	0.5024505972
315	0.5023804552
316	0.5023486214
317	0.502207042
318	0.5021370176
319	0.502113891
320	0.501993417
321	0.5019573627
322	0.5018650378
323	0.5017941765
324	0.5016856371
325	0.5015721921
326	0.5014496147
327	0.5013779958
328	0.5013641479
329	0.5013033788
330	0.5012701761
331	0.5010894978
332	0.5009868507
333	0.5009361683
334	0.5008989567
335	0.500849034
336	0.5007745536
337	0.5007296141
338	0.5006876158
339	0.5006239873
340	0.5005402446
341	0.5004557655
342	0.5004163234
343	0.5003197253
344	0.5002625266
345	0.5001687822
346	0.5001027937
347	0.499981649
348	0.4999061424
349	0.4998011917
350	0.4997611721
351	0.4996525394
352	0.4996183415
353	0.4995105348
354	0.4994795082
355	0.4993988356
356	0.499302561
357	0.4992596726
358	0.4991810354
359	0.4991103206
360	0.4989825862
361	0.4989109741
362	0.4987680784
363	0.4987457103
364	0.4986903405
365	0.4985595161
366	0.4985147101
367	0.4984547064
368	0.4983888362
369	0.4983056
370	0.4982018537
371	0.4981633086
372	0.49806801
373	0.4980141231
374	0.4979250511
375	0.4978623534
376	0.4978071393
377	0.4977446166
378	0.4976720495
379	0.4976190494
380	0.4975742927
381	0.4975607156
382	0.4974697399
383	0.4973990181
384	0.4973052228
385	0.4972672744
386	0.4971826462
387	0.4971022426
388	0.4970506027
389	0.497010254
390	0.4969589421
391	0.4968638065
392	0.4968191129
393	0.4967029078
394	0.496604513
395	0.4965540114
396	0.4964772971
397	0.4964123817
398	0.4963434506
399	0.4963273918
400	0.4963014462
401	0.4961947067
402	0.4960383502
403	0.4959864264
404	0.495854237
405	0.4957397412
406	0.4956833515
407	0.4956621168
408	0.4956198364
409	0.4955680096
410	0.4955207363
411	0.4954865541
412	0.4953654857
413	0.49534463
414	0.4953035609
415	0.4952615336
416	0.4951552845
417	0.4951013095
418	0.4950282823
419	0.4948685376
420	0.494793699
421	0.494745081
422	0.4947150216
423	0.4946289953
424	0.4945853732
425	0.4945559445
426	0.4945389083
427	0.4944928695
428	0.4944451083
429	0.4943612357
430	0.4943296316
431	0.4942943602
432	0.4942248897
433	0.4941954969
434	0.4941276757
435	0.494083649
436	0.49405486
437	0.49398405
438	0.4939566642
439	0.4939294918
440	0.4938876622
441	0.493865459
442	0.4938319829
443	0.4937503144
444	0.4936965086
445	0.4936293193
446	0.4935278303
447	0.4934821177
448	0.4934063113
449	0.4933542249
450	0.4933049558
451	0.4932533819
452	0.493209336
453	0.49316712
454	0.4931314742
455	0.4930608143
456	0.4930395937
457	0.4929949801
458	0.4929819195
459	0.4928770182
460	0.4927465225
461	0.4926789427
462	0.4926326545
463	0.4926019189
464	0.4925391075
465	0.4925116364
466	0.4923641969
467	0.492344917
468	0.4922277631
469	0.4921940795
470	0.4920778889
471	0.4919881641
472	0.4919736714
473	0.4919519964
474	0.4918346286
475	0.4917980138
476	0.4917307291
477	0.4916912605
478	0.4915360025
479	0.4914566469
480	0.4914344096
481	0.4914112244
482	0.4913566308
483	0.4913280052
484	0.4913091989
485	0.4912550077
486	0.4912212237
487	0.4912015852
488	0.4910814363
489	0.4910218271
490	0.4909573737
491	0.4909075514
492	0.4908193721
493	0.4908047117
494	0.4907809143
495	0.4907711929
496	0.4907018569
497	0.4906536756
498	0.4906044358
499	0.4905561731
500	0.4903578971
501	0.4903212714
502	0.490298229
503	0.4902615844
504	0.490232068
505	0.4901754851
506	0.4900189027
507	0.4899481062
508	0.4898729248
509	0.4898018058
510	0.4897841047
511	0.4897456004
512	0.4896480436
513	0.4895386443
514	0.4894907225
515	0.489425481
516	0.4893493416
517	0.4893083761
518	0.4892870779
519	0.4892474128
520	0.4891605535
521	0.4890523365
522	0.4890268614
523	0.4889418444
524	0.4889059074
525	0.4888875174
526	0.4888332342
527	0.4887016242
528	0.4886192259
529	0.4885583906
530	0.488517914
531	0.4884480724
532	0.4884200889
533	0.4883426709
534	0.488292459
535	0.4882359548
536	0.4881933472
537	0.4881397371
538	0.4880987664
539	0.4879930021
540	0.4879702972
541	0.4878980374
542	0.4878622244
543	0.4878575715
544	0.4878292211
545	0.4877948778
546	0.4877351289
547	0.4876273655
548	0.4876173251
549	0.4875221576
550	0.4873941671
551	0.4873589737
552	0.4871949783
553	0.4871655131
554	0.4871253564
555	0.4870077873
556	0.4869728053
557	0.4869078062
558	0.4867729927
559	0.4867185157
560	0.4866517825
561	0.4865952412
562	0.4865372395
563	0.4863682247
564	0.4863442569
565	0.4863010859
566	0.4862589125
567	0.4862000162
568	0.4860818039
569	0.4859330404
570	0.485882687
571	0.4858067777
572	0.4857856565
573	0.4857660625
574	0.4857273441
575	0.4856457416
576	0.4856080191
577	0.4855276235
578	0.4855120276
579	0.4854671034
580	0.4853917815
581	0.4852983657
582	0.4852651453
583	0.4852297377
584	0.4851272692
585	0.4850620769
586	0.485024191
587	0.4849716334
588	0.4849304876
589	0.4848455034
590	0.4848029055
591	0.4847808156
592	0.4847566023
593	0.4846504329
594	0.4845793925
595	0.4845528242
596	0.4844780574
597	0.4843937048
598	0.4842901639
599	0.4841248545
600	0.4840893438
601	0.4840745036
602	0.4840363671
603	0.4839464713
604	0.4838754665
605	0.4838210307
606	0.4837537176
607	0.4836290503
608	0.4835828211
609	0.4835206744
610	0.4834371555
611	0.4834116812
612	0.4833364028
613	0.4833322147
614	0.4832856699
615	0.4832192983
616	0.4831532451
617	0.4830332746
618	0.4829897771
619	0.4829743035
620	0.4829155916
621	0.4828401387
622	0.4827732132
623	0.4826881843
624	0.4826159106
625	0.4825646261
626	0.4824477588
627	0.4823965872
628	0.4823348793
629	0.4822270468
630	0.4821673304
631	0.4821384551
632	0.4820603445
633	0.4820181223
634	0.4819111768
635	0.4818171195
636	0.4817953601
637	0.4816418666
638	0.4815492214
639	0.4814428509
640	0.481350477
641	0.4813097285
642	0.481244783
643	0.4812183321
644	0.4811326091
645	0.4810303641
646	0.4809310412
647	0.4808966507
648	0.4808100749
649	0.4807645981
650	0.4806552448
651	0.4806109374
652	0.4805717588
653	0.4804712366
654	0.4803993759
655	0.4802896524
656	0.4802634452
657	0.4802599193
658	0.4801781041
659	0.4801047972
660	0.480045769
661	0.4799729378
662	0.4799586233
663	0.4798695042
664	0.4797961961
665	0.479721596
666	0.4795648036
667	0.4793680112
668	0.4792759253
669	0.479239143
670	0.4791540566
671	0.4791106322
672	0.4789614157
673	0.4789315468
674	0.4788696733
675	0.4787743879
676	0.4786669455
677	0.4785693688
678	0.4785422045
679	0.4784280771
680	0.4784070361
681	0.4783913426
682	0.4783351793
683	0.4782209001
684	0.4780858563
685	0.4780086932
686	0.477924462
687	0.4778505596
688	0.4778230516
689	0.4777789984
690	0.4776419765
691	0.4776106822
692	0.4775466492
693	0.4774120555
694	0.4772499115
695	0.4771745737
696	0.477088921
697	0.4770571041
698	0.4769548555
699	0.4769315548
700	0.4767767398
701	0.4766964289
702	0.4766348752
703	0.4765565515
704	0.4765210488
705	0.4764623435
706	0.476446752
707	0.476385638
708	0.4763502736
709	0.4763215937
710	0.4762431125
711	0.4762184301
712	0.476200025
713	0.4761045198
714	0.4759306398
715	0.4759060305
716	0.4757950205
717	0.475664504
718	0.4756188747
719	0.4755363902
720	0.4754787361
721	0.4754289476
722	0.4753456455
723	0.4752255154
724	0.4751664953
725	0.4751449398
726	0.4751105618
727	0.475033148
728	0.4749996957
729	0.4748907979
730	0.4748480675
731	0.4747678233
732	0.4747331851
733	0.4746736015
734	0.4745556848
735	0.47449665
736	0.4743034107
737	0.4741970034
738	0.474107648
739	0.4740853466
740	0.4739849352
741	0.4739368248
742	0.4738440891
743	0.473793922
744	0.4737385823
745	0.4737066187
746	0.4736500813
747	0.473567012
748	0.4734264941
749	0.4732380655
750	0.4732007828
751	0.4731677554
752	0.4731411961
753	0.4729331008
754	0.4729134959
755	0.4728822539
756	0.4727381122
757	0.4726565128
758	0.4724976694
759	0.4724016421
760	0.4723718784
761	0.4722026125
762	0.4721816014
763	0.4720593165
764	0.4720486074
765	0.4719345464
766	0.471825862
767	0.4716506183
768	0.4715425814
769	0.4715236966
770	0.4713973877
771	0.4712984944
772	0.471258819
773	0.4711535798
774	0.4711039545
775	0.4709829903
776	0.4709300716
777	0.4707900985
778	0.4707638273
779	0.4706159392
780	0.4705927793
781	0.4705525975
782	0.4704229944
783	0.4702524839
784	0.4701916102
785	0.4701698065
786	0.4701213336
787	0.4700368861
788	0.4700103917
789	0.4699838933
790	0.469926589
791	0.4697978107
792	0.4697459206
793	0.4696844907
794	0.4696647889
795	0.4695837464
796	0.4694311919
797	0.4692892207
798	0.469218951
799	0.4691817576
800	0.4690608593
801	0.468923663
802	0.4689092985
803	0.4688940623
804	0.4687760923
805	0.4687294318
806	0.4687111165
807	0.4686950076
808	0.4686716918
809	0.4685928444
810	0.468524303
811	0.468494708
812	0.4683340383
813	0.4683158129
814	0.4682252595
815	0.4681094748
816	0.4680163926
817	0.4679377836
818	0.4678754504
819	0.4678302376
820	0.4678112172
821	0.4677353426
822	0.4677198621
823	0.4676767512
824	0.4676384971
825	0.4676179192
826	0.467464906
827	0.4674451715
828	0.4673914481
829	0.4673732421
830	0.4673596451
831	0.4672392686
832	0.4671843554
833	0.4671223298
834	0.466987543
835	0.4669650299
836	0.4668719187
837	0.4667182838
838	0.4665798573
839	0.4665659604
840	0.4665352159
841	0.4665140272
842	0.4664272485
843	0.4663419508
844	0.4663254404
845	0.4662282541
846	0.4662077676
847	0.4661870934
848	0.4661691121
849	0.4660145501
850	0.4659286571
851	0.4658404483
852	0.465746212
853	0.4657105388
854	0.4656618079
855	0.4656419825
856	0.4655803979
857	0.4655292835
858	0.4653985058
859	0.4653297744
860	0.4653082423
861	0.4652748562
862	0.465147533
863	0.4650262197
864	0.4650047252
865	0.4649486331
866	0.464885901
867	0.4647480825
868	0.4646270411
869	0.4646102922
870	0.4645345096
871	0.4644342915
872	0.4643359523
873	0.4642049683
874	0.4640983304
875	0.4640651581
876	0.4640504783
877	0.4640354285
878	0.4638892462
879	0.4638329941
880	0.4637694835
881	0.4637507176
882	0.4636411905
883	0.463529372
884	0.4634424512
885	0.4634127366
886	0.4633276898
887	0.4633078601
888	0.4632646525
889	0.4631493312
890	0.4630694254
891	0.4629829082
892	0.4629648653
893	0.462836113
894	0.4627827138
895	0.4626772426
896	0.4626171671
897	0.4625838561
898	0.4624579079
899	0.4623088604
900	0.4622562654
901	0.4622423189
902	0.4622236717
903	0.4621907501
904	0.4621496193
905	0.4621339039
906	0.4620532659
907	0.4619507129
908	0.4618342319
909	0.4618026079
910	0.4617009042
911	0.4616260822
912	0.4616095835
913	0.4615177714
914	0.4614277828
915	0.461342489
916	0.4612459803
917	0.4611360643
918	0.461031346
919	0.4609546282
920	0.460939318
921	0.4609008743
922	0.4608236378
923	0.4607652949
924	0.4606955535
925	0.4606774944
926	0.4606630673
927	0.4606259542
928	0.4606048723
929	0.4605868691
930	0.4605752564
931	0.4605042406
932	0.4604352531
933	0.4603938971
934	0.4603245417
935	0.4602000565
936	0.4601335045
937	0.4600682166
938	0.4599992355
939	0.4599055477
940	0.4598734536
941	0.4598650767
942	0.4596878873
943	0.4596195096
944	0.4595205076
945	0.459301934
946	0.4591406009
947	0.4590590338
948	0.4590037273
949	0.4589347389
950	0.4588592272
951	0.4587973312
952	0.4586889122
953	0.4585868862
954	0.4585572793
955	0.4584699566
956	0.4584196967
957	0.4583411716
958	0.4582166009
959	0.4581721025
960	0.4581558231
961	0.4580919699
962	0.4580377931
963	0.4580206518
964	0.4579967943
965	0.4579344604
966	0.4579157311
967	0.4578838748
968	0.4577852906
969	0.4577736643
970	0.4577664141
971	0.4577307749
972	0.4576871171
973	0.4575382543
974	0.4574817858
975	0.4573658136
976	0.4573170022
977	0.4572382532
978	0.457162937
979	0.4570423419
980	0.457028141
981	0.4569430455
982	0.4568286453
983	0.4567939307
984	0.4567529166
985	0.4566361022
986	0.4565134782
987	0.4565062627
988	0.4564345397
989	0.4564251859
990	0.4564093992
991	0.4562853187
992	0.4561371573
993	0.4560227728
994	0.4559528914
995	0.4558941653
996	0.4558458529
997	0.4557183455
998	0.4556816442
999	0.4556004765
